epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
79,17297.4,1.0628,0.68142,1.14006,0.79915,0.71278,0.78083,0.45669,1.24585,0.90864,1.15714,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
80,17503.7,1.06687,0.68104,1.14225,0.8008,0.7119,0.78152,0.45672,1.24646,0.90713,1.15852,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
81,17710,1.05756,0.66917,1.13392,0.80018,0.71157,0.78051,0.4566,1.2459,0.90655,1.15927,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
82,17934.5,1.0466,0.66637,1.12915,0.80089,0.71158,0.77951,0.45668,1.246,0.90386,1.16113,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
83,18159.8,1.04189,0.65404,1.12315,0.80272,0.71309,0.78084,0.45695,1.24608,0.901,1.16165,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
84,18371.9,1.04365,0.65809,1.12736,0.80193,0.71164,0.78063,0.4565,1.24667,0.89811,1.16283,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
85,18574.5,1.03439,0.64562,1.11776,0.80375,0.71164,0.78047,0.45697,1.24791,0.8969,1.16395,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
86,18777.2,1.02886,0.64516,1.11735,0.80043,0.71558,0.77928,0.45672,1.24881,0.8957,1.16528,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
87,18980.1,1.02424,0.64414,1.11479,0.79677,0.71586,0.77888,0.45573,1.2501,0.89336,1.16697,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
88,19189.1,1.01617,0.63423,1.11177,0.79744,0.71625,0.77874,0.45594,1.25019,0.89183,1.16794,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
89,19392.4,1.01369,0.62967,1.10826,0.80031,0.71405,0.77879,0.45508,1.25102,0.89077,1.16924,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
